xid,Project name,Review
R371095,W by DSR,"The location is a bit of a let down for such a premium project. The construction quality, design and architectural choices are amazing."
R371095,W by DSR,Fantastic building verify mm location
R371095,W by DSR,Great project. New landmark for Hyderabad.
R418731,Gulmohar Villas,"Way too Overpriced . Connecting road is too small. However the immediate location is good, thankfully a few options nearby have opened up which are better priced."
R418731,Gulmohar Villas,"Location is good, seems overpriced. Only road attached to project site is big. To reach here need to use road from lohegaon to wagholi is narrow only."
R418731,Gulmohar Villas,Nice location along with great sales support. Specially Mr Yogesh who has supported in every corner of whole transactions. It was hustle free property deal in this project so far. Thanks Manoj Sharma (owner of plot H10)
R418731,Gulmohar Villas,"Great NA plot project in Wagholi, Pune. Title Clear project. Best for investment and construct Bungalow."
R418731,Gulmohar Villas,Very good locality and good sales support by shadow infratech
R418731,Gulmohar Villas,"Gulmohor villa Project is Top Best NA PLOT Project wagholi. The staff members of a SHADOW Team are very supportive and humble.
Thanks to the entire Shadow Infratech Team ."
R418731,Gulmohar Villas,Good location with good service.. high rated community society.
R373276,Urban Pearl County,"Good place to invest for near future, As this land is near to ORR highway. Transportation is the great option here. Nearby village have few houses and no shops until 2 kms. After 3 kms you can find good shops for your access. Vandalur is 28 kms from this plot. Best option is we can invest for our near future. Blindly the prices go up."
R373276,Urban Pearl County,Good preperty for investment. Little remote from nimicherry Station. Hardy 2 kms. But near from annambedu village. 700 mts to ORR.
R373276,Urban Pearl County,Excellent place for investment
R430659,Omaxe Arcade,Developing place very soon become very crowded
R430659,Omaxe Arcade,"Small mall no fun only some corporate , property offices security agency and nishan car showroom. Good place for business office great connectivity with price place like pari chowk yamuna experessway. Some offices available on rent. Go for it if you are a business owner and searching for office on rent"
R430659,Omaxe Arcade,"Shabby, dirty , unclean washrooms...LIFTS not working this is something about this mall.."
R430659,Omaxe Arcade,"It's small mall... It's basically famous for a consultancy services like VB Enterprises & Sourav Enterprises for requirement in Vivo, Oppo and many more companies in noida & greater Noida..."
R430659,Omaxe Arcade,"It has Zim facility and few dealer shops along with auto showroom. Couple of Property Dealers. This Complex is situated on the service lane adjacent to Ansal Golf Link-1, Sector- Omega1, Greater Noida."
R430659,Omaxe Arcade,"This ia one of the oldest mall situated at Pari Chowk, Greater Noida even after this mall is neglected. There are very few operational shops in this mall including food chains, saloons.

Bikanerwala is also situated with this mall.

Omaxe NRI City multiplex is present in this mall, which is less crowded all the times compared to other places. This multiplex is good to watch the movie alone, with family or friends.

Your chance to get movie ticket for this multiplex is high on any day because of less crowd.

Main positive point is its location. Pari Chowk is well connected to all the places in Greater Noida or nearby places."
R430659,Omaxe Arcade,Located near Pari Chowk this place has potential but less recognised
R430659,Omaxe Arcade,Always afraid to go inside. No person out there. Have to visit because one of the best doctor of homeopath sits there.
R430659,Omaxe Arcade,"However building and location of the mall is excellent but fails to attract customers, few shops here are still started, may took off with the increase of population in the vicinity"
R430659,Omaxe Arcade,"Not a crowded place. There are couple of clinic, Jim and other shops. Most of shops seems not started yet."
R430659,Omaxe Arcade,"It's generally a office space, one small shop is also there , serving tea and biscuits etc. Nearby there is tapri"
R430659,Omaxe Arcade,Place is good for builders and property brokers only in building.
R430659,Omaxe Arcade,Very dull atmosphere no shops running all closed cant find amything in good condition ....not fully functional
R430659,Omaxe Arcade,"No maintenance at hall
Washroom in poor condition"
R430659,Omaxe Arcade,Nearly empty. But yes u can get cheap shows of movie here if ur movie is up in there
R430659,Omaxe Arcade,"Only good thing here is you will get mess here
Otherwise worst complex ever"
R430659,Omaxe Arcade,"In omaxe arcade, there are lot of property dealers' offices. And there is one homeopathic doctor. Most of the shops are closed."
R430659,Omaxe Arcade,A quite place for property dealers. They have a Mahindra showroom also and a homeopath Dr. That's all.
R430659,Omaxe Arcade,Lack of maintenance is killing the mall. Needs major overhaul.
R430659,Omaxe Arcade,"A bit overcrowded but manageable, you can find almost everything here."
R430659,Omaxe Arcade,"down, although there are plenty of great restaurants separately on various floors. Loved"
R430659,Omaxe Arcade,No maintenance. 90% of the shops are empty. And there are also not any amneties nearby.
R430659,Omaxe Arcade,"I visited few hours ago this business center, but most of the shop has been closed, only few of them keep opening..."
R430659,Omaxe Arcade,Good place to watch movie at low cost but not good for shopping
R430659,Omaxe Arcade,Good but its not fully occupied mostly closed shops
R430659,Omaxe Arcade,Arcade is a shopping mall located at Omega in Greater Noida. It has been developed by Omaaxe Group.
R430659,Omaxe Arcade,Mahindra Showroom and few small businesses are here. Commercial property near Galgotia college
R430659,Omaxe Arcade,So dirty inside out.. worst place i have ever been.
R430659,Omaxe Arcade,Full and empty place only couple of opened shops. I go their to meet my dentist.
R430659,Omaxe Arcade,Visited first time.i think I didn't know that place before.but there are many shop to shop on.
R430659,Omaxe Arcade,"It has a very good homeopathy doctor, it's in greater noida"
R430659,Omaxe Arcade,"V badly maintained, no good shops, just a few doctors and Property agents, nothing great place, bad location,"
R430659,Omaxe Arcade,High end retail mall of Noida. Well managed and good selection of shops
R430659,Omaxe Arcade,"It ok not located at a very asscessible loacation, until you are living their."
R430659,Omaxe Arcade,This is best place of greater Noida. This building is too much large in greater Noida
R430659,Omaxe Arcade,A below average and lonely shopping mall near Pari Chowk in Greater Noida.
R430659,Omaxe Arcade,Nice place with lots of property dealers office and a mahindra showroom
R41958,Aurum Arts,"Beautifully designed architecture, finely built residential complex next to Worli Naka junction, Good parking and security. Local market is on ground floor, all required things available in near by market and roadside vendors. Many food joints and street food spots are around this place."
R41958,Aurum Arts,Found the the facade so very fascinating. ‘Aurum Arts’ has a fabulous architecture.
R401160,DAC Silicon Valley Phase 2,"Excellent presentation, very accurate and detailed explanation given. Especially thanks to Mr Venugopal for the diligent support. We liked the location, space management and detailing of the property."
R401160,DAC Silicon Valley Phase 3,Very good hous design. liked the approach of sales executives who patiently showed the villa area and explained all terms. Location is convenient to approach OMR road in 5 mins.
R401160,DAC Silicon Valley Phase 4,"Visited Silicon valley last week they have launched 2nd phase and the floor plan was good with all amenities , they explained and took us through the project and over all experience was good ."
R401160,DAC Silicon Valley Phase 5,"Just 500m away from Omr, lake view villas, Very pleasant place. Best choice to build our peaceful world"
R401160,DAC Silicon Valley Phase 6,"Today Visited DAC silicon valley site it's a good location, to access the main road within 800mts ,good choice for both investment and living purpose"
R401160,DAC Silicon Valley Phase 7,Good guidance from sales people. I like their Project layouts. We can invest here .
R401160,DAC Silicon Valley Phase 8,"Very worst choice of Investment with this pathetic builder. They literally loot the customers in every single opportunity. I bought my villa and still hanging around with their employees. Quality and timeline of delivery is a million dollar question. They show off more than any other builder but do not live up to any commitment. Simply a loot., please stay away from this builder."
R401160,DAC Silicon Valley Phase 9,The builder is not following RERA guideline at all. They are quoting a boxed price which is highly expensive. As per RERA they should specify RERA carpet area which they are not specifying. As per RERA they should exclude balcony or sitout space and car parking space from the built up details. But they are charging per sqft for sitout and car parking. Also as per RERA they shouldnt charge carparking or include the car parking area into their built up details unless and until they are providing a garage like car parking but the builder is charging for the same. When asked to provide detailed breakup they never rever back. Poor response.
R401160,DAC Silicon Valley Phase 10,"Chennai corporation and RERA approved, no other developments or residential buildings nearby, connecting roads are currently horrible but builder is planning to lay them till Navalur road, Model villa quality was awesome"
R401160,DAC Silicon Valley Phase 11,"Fully waterlogged area...it's 4 meters above sea level...I'm residing nearby...when it floods u better have a tractor or boat to commute .. Please do not fall for fancy names ""silicon valley"" etc...we innocent buyers will suffer from greedy construction companies. Kindly visit site...ask around about waterlogging...please be vigil!!!"
R401160,DAC Silicon Valley Phase 12,"Model house looks stunning but considering this is expensive... Though You can save around 50 L when you buy the land nearby and build the customized house, you can't expect the gated community and maintenance fees..."
R401160,DAC Silicon Valley Phase 13,Location & project very nice. Nice company Good Quality of project
R401160,DAC Silicon Valley Phase 14,Totaly upset i visit site today main road to site 2.5km incase emergency Near by no hospital no facilities then not a navalur this location housing board near water lagging issue so please change location name properly this is not navalur ?? …
R401160,DAC Silicon Valley Phase 15,Good quality and wonderful villas. Best experienced engineers and supervisors build this the best villa
R401160,DAC Silicon Valley Phase 16,The place is a bit interior from the main road
R401160,DAC Silicon Valley Phase 17,Best and pleasant place
R330671,Seasons Sahara,Very congested project. The builder has made very little open space. Each & every corner is utilised for building apartments to maximize the profit of builder. Connectivity wise it is 4.2 km away from the station. Edit : There is only one season sahara & it is over 4 km from kalyan junction west entrance. The east entrance is 2.5km but rickshaws can't go through that route. Only two wheelers can go through that route.
R330671,Seasons Sahara,Location was good. Apartment was newly constructed. View from the apartment was nice. Roads to reach the apartment were damaged.
R330671,Seasons Sahara,Very good place and children also have good play ground
R330671,Seasons Sahara,Good for investment and spacious flats with reasonable price. Maha RERA approved.
R330671,Seasons Sahara,A poor quality build. Within an year faced problems like leakage in the slab. Water coming out from walls. It's humble request to all please do not purchase any flat in this residency.
R330671,Seasons Sahara,"New constructed Residential tower. 1bhk, 2bhk and 3 bhk available. They got their club house equipped with gym. They got kids play area and a playground in-between. They also have swimming pool facility. Well managed and maintained. Security there 24x7 and also maintenance people there for each towers."
R330671,Seasons Sahara,"Even I refused one star poor construction, plus poor electricity supply and poor water supply...Even they don't follow safety rules during construction.. For construction we know how responsible but for electricity and water supply this political member responsible...But how many times questions raise but this political member how elected by this area not responding. Why people this area came only for survive...Where we people(Indian) became world strongest country and this area(kalyan east)people just puppet of politician. Thanks For building new India in fake contribution did by this area people and politician elected by this area.. If someone feel I am fake came stay for month with me you then tell me who telling truth..."
R330671,Seasons Sahara,"There is very good building and big parking space with children park, club house......"
R330671,Seasons Sahara,It is one of the best building complex made with big pathway and bigger lifts. At present due to road development the entrance is affected .
R330671,Seasons Sahara,It's a under-construction property. They are working with a quite satisfying speed and about to complete their first property within set time limit. This project consist of a number of essential amenities. Overall I found this a good project.
R330671,Seasons Sahara,Best Decision To Move In To This Project. Happy Resident Of Seasons Sahara.
R330671,Seasons Sahara,"As Builder does not have the land registered to his name, there will be need for a tri party agreement in future between the society, builder and the land owner. This information is not provide upfront by Builded"
R330671,Seasons Sahara,f you go by auto there is 3 times change to share auto first go to katemanivali naka then change to chakki naka share auto then again change to essar petrol pump share auto here we go you reached there is opp to essar petrol pump
R330671,Seasons Sahara,Water problem is serious issue here & Leakage also Think twice before buy it Management is also not responsive
R330671,Seasons Sahara,"Very bad quality, construction and management, water supply problem big problem"
R330671,Seasons Sahara,Good location. ?? quality and speed is excellent …
R330671,Seasons Sahara,One of the best and well planned housing colony in Kalyan East.
R330671,Seasons Sahara,Water problem poor management
R330671,Seasons Sahara,"The appearance of water was very little, very little water was being received, the builder who gave 60 lakh rupees had said 100 percent that he would get 24 hours, he got it in a few days, and after a few months, 24 hours or 2 hours of water was not available and today there is not a single drop of water in any flat in the Sahara, there is no lift band, the water motor is always broken, there is no water since last 4 days. In my opinion, I would say to the builder that you will sell as many flats as you can but sell as many flats as you can.... You may say that you will earn money but... , One more to say Took 2 years of maintenance and used the entire maintenance myself Even after 2 years the clubhouse has not been given yet Isako bolte hai c..... Lagaya"
R330671,Seasons Sahara,"You are taking a very flat, you are taking a flat for every day's earnings, we are thinking with understanding, we are selling flats with a very low price, after that I have been offered a lot."
R330671,Seasons Sahara,Khup likej ahet flat ambika God God bolun kam Karter nantr nig bolt nahi flat Gaetano vicar karun ghya
R330671,Seasons Sahara,"There is a big problem of water in this season in Sahara, this is what everyone is saying so please lie flat while everyone inquire carefully."
R330671,Seasons Sahara,Of water. The people who are staying here are very expensive and the flat is very expensive.
R330671,Seasons Sahara,"That Ambika madam in the office is very soft spoken, her status is very poor, she doesn't even know how to do it."
R330671,Seasons Sahara,Construction in Season Sahara project is of poor quality. Most of the flats in the building have leakages. Don't rely on verbal promises.
R330671,Seasons Sahara,"Don't buy a flat, water is a big problem. I had to take it, now I am not taking it"
R330671,Seasons Sahara,"Very few times the flat is flat, think carefully while lying down."
R330671,Seasons Sahara,water issue and poor management
R330671,Seasons Sahara,There is a lot of water problem and management is not good
R49816,Sikka Kaamya Greens,"Don’t invest in this project. I booked in this project in 2013, and to this day, I haven’t received possession. The builders are corrupt, and there’s no foolproof payment system. No one listens to your concerns here, and there’s no decision-maker to address your issues. The management is completely unresponsive, and customer grievances are ignored. Delays are endless, and transparency is missing in every aspect of the project. It’s a complete waste of time and money. Stay away!"
R49816,Sikka Kaamya Greens,"Nice project, Maximum Carpet Area, minimum loading is the best part. Excellent Construction quality maintained by TATA. Really worth buying"
R49816,Sikka Kaamya Greens,There is a very bad structure that no one trusts. This site is behind ATS HAPPY TRAILS site and when ATS site started whenever SIKKA's structure was same and today ATS Project Handing over is happening STILL THE SIKKA STANDS THE SAME .
R49816,Sikka Kaamya Greens,"A perfect blend of luxury and comfort! I’m impressed with the quality of construction and the amenities provided. The community here is welcoming, and the environment feels safe and secure. Highly recommend it!"
R49816,Sikka Kaamya Greens,Greenery at its best! Sikka Kaamya Greens offers a refreshing living experience surrounded by lush greenery. It’s a peaceful escape from the hustle and bustle of city life.
R49816,Sikka Kaamya Greens,Don't get trapped with this useless builder and it's projects. Karmic greens sector 78 buyers still not got the flats registration. Pathetic management. Worst builder
R49816,Sikka Kaamya Greens,"Still very slow progress, feel that they can not fulfill the commitment for the possession this year also"
R49816,Sikka Kaamya Greens,The combination of modern amenities and natural surroundings is what makes Sikka Kaamya Greens special. It’s a fantastic place to call home.
R49816,Sikka Kaamya Greens,Not a good builder to deal with. Taking your money while booking and after that no calls are answered by Sikka Team. Builder fails timeline multiple time and does not even care about customer. Have booked flat in other project 2 years ago and still project is in similar condition which it was at time of booking Avoid booking property.
R49816,Sikka Kaamya Greens,No power backup in their first project. Residents are fighting for their basic rights. Please consider twice while purchasing any property in any of the Sikka Project. P.S i am a Sikka Karmic Greens resident
R49816,Sikka Kaamya Greens,I have booked a flat in kaamya greens few months back. The construction is going on in a good pace and TATA projects is monitoring construction of the project. The sales staff is very responsive
R49816,Sikka Kaamya Greens,This is Best property in setor-10 greater noida west. A nice place being constructed by TATA Projects and funder by SBI cap ventures.
R49816,Sikka Kaamya Greens,"I recently visited Sikka Kaamya Greens and was thoroughly impressed by the quality of construction and the luxurious amenities on offer. The project's location in Sector 10, Greater Noida West, is perfect, with easy access to major highways and upcoming developments like the Jewar International Airport. The 2/3/4 BHK apartments are spacious and well-designed, and I'm excited to see the final result once construction is complete. I highly recommend Sikka Kaamya Greens to anyone looking for a premium living experience in Greater Noida West."
R49816,Sikka Kaamya Greens,Sikka Kamya Green is making people fool. They are super frauds. Looting people's hard earned money. I booked my unit in 2015 still no update on construction and delivery. They have wasted 10 years of my life and money as well and now no reply back to the mail and calls... Such a shameless group.
R49816,Sikka Kaamya Greens,"I have done my booking in September with tokan of 1 lkh but after 15 days rera extension expired then we hold the payment till rera extension and from November they started blackmailing us for the booking cancelled so in force we deposited 10 percent in December even when rera extension was pending and after some time they start forcing us to finance for rest 30 percent, we keep on asking them the fee receipt of 10 percent amount for 2 months but no response for that , and when we approach them more tougher then find that out booking was terminated in December itself, and they kept our money there to eat up the interest,they all our scammers and looting people on name of tata and sbi . And now they deny to restore our unit as management wants to sell it at higher prices . Worst people worst customer care, I am still waiting for my money of 2 units, ye jo 5 star 4 star review hain sab fake hain"
R49816,Sikka Kaamya Greens,"Nice project, excellent location and economical price with all the amenities just booked 1450 sqft apartment nice layout and less loading"
R49816,Sikka Kaamya Greens,This is a very nice project in terms of price and quality. Location is excellent. Trust of SBI and Tata Group.
R49816,Sikka Kaamya Greens,Tata project Very well construction company and quality with high grade technology and timely delivery of the project
R49816,Sikka Kaamya Greens,A nice place being constructed by TATA Projects and funder by SBI cap ventures
R49816,Sikka Kaamya Greens,"This is Best property in location. 2 side green belt.. Facing corner plot. Having lowest density. Only 850 family in 6.5 acres. Construction partner :- No 1 Brand of India.. Tata Projects, Funded by :- Govt of India.. ( Swamih Funding scheme)"
R49816,Sikka Kaamya Greens,"They are the big cheater. Please don't invest your hard earned money with them. I have invested in Aug, 2014 and its 2021 and still waiting for my flat. I have given 80% of the total cost and overall project is just 30% ready in 7 years. Please check their history in other projects. They take atleast 15-17 years to build a society. If you are ready for that then you can go with them. Sikka is a fraud company. They take money from you and do FD for 7 years and have fun on your hard earned money."
R49816,Sikka Kaamya Greens,"Buying a flat at Sikka Kaamya Greens was the worst decision of my life, this project was started in 2014 and was supposed to finish by 2017. But it is not completed yet. Cases are filed again the builder in NCLT, RERA other organisations but still no relief. NEVER buy any flat from SIKKA."
R49816,Sikka Kaamya Greens,"This place is modern, safe, and budget-friendly, located in the metropolitan area of ncr. It offers parks, gardens, and public facilities fr the welfare of residents, including children"
R49816,Sikka Kaamya Greens,"Best location of Greater Noida West with proposed metro station within 500 mtrs. However, the builder lacks intent to complete the project. Originally, the project was scheduled to be delivered in 2017-2018 however, even 4 years post that the project is not even 50% complete. Buyers have no option but to go legal against the builder to get their flats or their hard-earned money back. Further, Sikka has a track record of not completing any of their projects on time, as their projects in Sector-143 Noida (which launched in 2010-2011) are not complete even till date. Dont fall trap for Sikka Group and invest in project from some other reputed builder with a proven track record."
R49816,Sikka Kaamya Greens,"Sikka group ki property kafi strong hain , their team is very cooperative and helpful. Their design is also very good."
R49816,Sikka Kaamya Greens,"This is very good news for sikka kaamya greens, since SBICAP has funded the project and Tata Projects is doing the construction, since then the work is progressing very fast, it is expected that now the project will be delivered on time. Thanks."
R49816,Sikka Kaamya Greens,"Sikka Directors Behaviour is Very Generous, Finally we got our flat in Sikka Kaamya Greens, Thank you Sikka."
R49816,Sikka Kaamya Greens,"We are very satisfied with our experience with [Builder's Name]. Their team is very professional and helpful!"""
R49816,Sikka Kaamya Greens,Sikka Kaamya greens project location in sector 10 Gr. Noida West is nice. Project is now constructed by Tata projects and project finance by Swamih fund (managed by Sbi cap). Project is surrounded by wide greenbelt area and project layout is very good.
R49816,Sikka Kaamya Greens,If you planning to buy a home please get away from such builders who has future plans and under construction buildings. They took money from you and let you on hold for 10 to 15 years and during this period you will deposit the EMI for you dream home. And if they unable to build flats after such a long time they will not return your money. So buy a ready to move flat without any risk. You will get instant possession. You can start living here or you can give on rent which will help to pay you the EMI.
R49816,Sikka Kaamya Greens,"Almost ready flats, may start delivering from next year onwards, however very far for individuals/ family working in Delhi. Above mentioned review was posted in 2018 and the flats still not delivered. God knows when they will start delivering."
R49816,,
